"feature_id","unique_slug","title","category","subcategory","primary_user","secondary_user","real_world_problem","user_story","detailed_behavior","reason_users_value_it","reason_users_return","reason_it_is_different","safety_impact","accessibility_impact","privacy_impact","monetization_relationship","free_or_paid","platform_scope","swift_path","flutter_path","backend_tables","rpc_edge_function","storage_requirement","analytics_requirement","notification_requirement","moderation_requirement","legal_review_requirement","dependencies","estimated_effort","expected_impact","retention_score","safety_score","accessibility_score","growth_score","revenue_score","differentiation_score","complexity_score","risk_score","implementation_priority","implementation_status","verification_evidence","test_status","Mac_required","iPhone_required","manual_dashboard_required","reason_deferred","implementation_wave","evidence_checks"
"MORT-F-0564","applications-hiring-application-draft-participant-timeline","Application draft participant timeline","Applications, proposals, and hiring","drafts","teen","adult, guardian","Teen applications are often unstructured, privacy-risky, and unclear after submission. For application draft, Participants need to know what happened and what comes next.","As a teen, I want application draft participant timeline so I can get a trustworthy outcome without unsafe workarounds.","Records committed application draft changes and exposes only the role-appropriate timeline.","It reduces repeated coordination and support requests. In MORT, that value is tied to a concrete, authorized local-work outcome.","Applicants and posters return to a clear, auditable hiring pipeline.","MORT adapts this capability for ages 13-17, local work, explainable trust, approximate-location privacy, optional Guardian Mode, and free safety controls.","Must preserve age, block, report, Safety Ping, prohibited-work, and account-restriction rules.","Requires semantic labels, responsive text, keyboard or focus support, non-color status, and accessible errors.","Collect only minimum data; keep exact teen location, private messages, evidence, and sensitive records nonpublic.","Core capability; optional perks cannot reduce safety, privacy, access, or fair opportunity.","free","shared SwiftUI + Flutter Web + Supabase where authority is required","not_started","not_started","design_required - additive schema only if persistence or authority is needed","design_required - checked RPC or Edge Function if client writes are unsafe","none identified","Privacy-preserving adoption and outcome metrics; exclude sensitive traits and exact teen location.","Only for time-sensitive user value and only with category preferences; otherwise none.","Report and block remain available; add routine moderation only when content risk exists.","Review required if teen data, advertising, employment, or policy claims change.","Authenticated profile; role authorization; loading, empty, error, success, and recovery states; shared safety policy.","L","medium","4","3","4","4","1","5","3","4","64","accepted_roadmap","none - accepted roadmap capability only","not_started","true","true","false","Accepted roadmap item; not implemented in this pass. Requires dependency design and scoped safety/accessibility review.","Wave 1 - safety and core marketplace","[]"
"MORT-F-0565","applications-hiring-application-draft-idempotent-recovery","Application draft idempotent recovery","Applications, proposals, and hiring","drafts","teen","adult, guardian","Teen applications are often unstructured, privacy-risky, and unclear after submission. For application draft, Retries, cancellations, and concurrent actions can split state.","As a teen, I want application draft idempotent recovery so I can get a trustworthy outcome without unsafe workarounds.","Makes application draft safe to retry, rejects stale transitions, and preserves valid user input.","It keeps real work moving during interruption. In MORT, that value is tied to a concrete, authorized local-work outcome.","Applicants and posters return to a clear, auditable hiring pipeline.","MORT adapts this capability for ages 13-17, local work, explainable trust, approximate-location privacy, optional Guardian Mode, and free safety controls.","Must preserve age, block, report, Safety Ping, prohibited-work, and account-restriction rules.","Requires semantic labels, responsive text, keyboard or focus support, non-color status, and accessible errors.","Collect only minimum data; keep exact teen location, private messages, evidence, and sensitive records nonpublic.","Core capability; optional perks cannot reduce safety, privacy, access, or fair opportunity.","free","shared SwiftUI + Flutter Web + Supabase where authority is required","not_started","not_started","design_required - additive schema only if persistence or authority is needed","design_required - checked RPC or Edge Function if client writes are unsafe","none identified","Privacy-preserving adoption and outcome metrics; exclude sensitive traits and exact teen location.","Only for time-sensitive user value and only with category preferences; otherwise none.","Report and block remain available; add routine moderation only when content risk exists.","Review required if teen data, advertising, employment, or policy claims change.","Authenticated profile; role authorization; loading, empty, error, success, and recovery states; shared safety policy.","XL","medium","4","3","2","4","2","3","4","4","50","accepted_roadmap","none - accepted roadmap capability only","not_started","true","true","false","Accepted roadmap item; not implemented in this pass. Requires dependency design and scoped safety/accessibility review.","Wave 1 - safety and core marketplace","[]"
"MORT-F-0566","applications-hiring-application-submission-structured-input","Application submission structured input","Applications, proposals, and hiring","submission","teen","adult, guardian","Teen applications are often unstructured, privacy-risky, and unclear after submission. For application submission, Unstructured marketplace information creates omissions and inconsistent decisions.","As a teen, I want application submission structured input so I can get a trustworthy outcome without unsafe workarounds.","Captures the minimum relevant fields for application submission with accessible validation and safe defaults.","It improves quality without collecting unrelated data. In MORT, that value is tied to a concrete, authorized local-work outcome.","Applicants and posters return to a clear, auditable hiring pipeline.","MORT adapts this capability for ages 13-17, local work, explainable trust, approximate-location privacy, optional Guardian Mode, and free safety controls.","Must preserve age, block, report, Safety Ping, prohibited-work, and account-restriction rules.","Requires semantic labels, responsive text, keyboard or focus support, non-color status, and accessible errors.","Collect only minimum data; keep exact teen location, private messages, evidence, and sensitive records nonpublic.","Core capability; optional perks cannot reduce safety, privacy, access, or fair opportunity.","free","shared SwiftUI + Flutter Web + Supabase where authority is required","not_started","not_started","design_required - additive schema only if persistence or authority is needed","design_required - checked RPC or Edge Function if client writes are unsafe","none identified","Privacy-preserving adoption and outcome metrics; exclude sensitive traits and exact teen location.","Only for time-sensitive user value and only with category preferences; otherwise none.","Report and block remain available; add routine moderation only when content risk exists.","Review required if teen data, advertising, employment, or policy claims change.","Authenticated profile; role authorization; loading, empty, error, success, and recovery states; shared safety policy.","L","medium","5","2","2","4","3","4","3","3","57","accepted_roadmap","none - accepted roadmap capability only","not_started","true","true","false","Accepted roadmap item; not implemented in this pass. Requires dependency design and scoped safety/accessibility review.","Wave 1 - safety and core marketplace","[]"
"MORT-F-0567","applications-hiring-application-submission-server-guardrail","Application submission server-enforced guardrail","Applications, proposals, and hiring","submission","teen","adult, guardian","Teen applications are often unstructured, privacy-risky, and unclear after submission. For application submission, Client-only rules can be replayed, bypassed, or applied by the wrong role.","As a teen, I want application submission server-enforced guardrail so I can get a trustworthy outcome without unsafe workarounds.","Checks role, ownership, age, block state, account status, and lifecycle rules for application submission on the server.","It makes marketplace authority trustworthy. In MORT, that value is tied to a concrete, authorized local-work outcome.","Applicants and posters return to a clear, auditable hiring pipeline.","MORT adapts this capability for ages 13-17, local work, explainable trust, approximate-location privacy, optional Guardian Mode, and free safety controls.","Must preserve age, block, report, Safety Ping, prohibited-work, and account-restriction rules.","Requires semantic labels, responsive text, keyboard or focus support, non-color status, and accessible errors.","Collect only minimum data; keep exact teen location, private messages, evidence, and sensitive records nonpublic.","Core capability; optional perks cannot reduce safety, privacy, access, or fair opportunity.","free","shared SwiftUI + Flutter Web + Supabase where authority is required","not_started","not_started","design_required - additive schema only if persistence or authority is needed","design_required - checked RPC or Edge Function if client writes are unsafe","none identified","Privacy-preserving adoption and outcome metrics; exclude sensitive traits and exact teen location.","Only for time-sensitive user value and only with category preferences; otherwise none.","Report and block remain available; add routine moderation only when content risk exists.","Review required if teen data, advertising, employment, or policy claims change.","Authenticated profile; role authorization; loading, empty, error, success, and recovery states; shared safety policy.","XL","medium","3","4","3","3","1","3","4","4","51","accepted_roadmap","none - accepted roadmap capability only","not_started","true","true","false","Accepted roadmap item; not implemented in this pass. Requires dependency design and scoped safety/accessibility review.","Wave 1 - safety and core marketplace","[]"
"MORT-F-0568","applications-hiring-application-submission-explainable-decision","Application submission explainable decision support","Applications, proposals, and hiring","submission","teen","adult, guardian","Teen applications are often unstructured, privacy-risky, and unclear after submission. For application submission, Opaque ranking or decisions make people distrust the marketplace.","As a teen, I want application submission explainable decision support so I can get a trustworthy outcome without unsafe workarounds.","Shows the authorized facts and reason behind application submission while preserving human choice.","It supports informed decisions without hidden scoring. In MORT, that value is tied to a concrete, authorized local-work outcome.","Applicants and posters return to a clear, auditable hiring pipeline.","MORT adapts this capability for ages 13-17, local work, explainable trust, approximate-location privacy, optional Guardian Mode, and free safety controls.","Must preserve age, block, report, Safety Ping, prohibited-work, and account-restriction rules.","Requires semantic labels, responsive text, keyboard or focus support, non-color status, and accessible errors.","Collect only minimum data; keep exact teen location, private messages, evidence, and sensitive records nonpublic.","Core capability; optional perks cannot reduce safety, privacy, access, or fair opportunity.","free","shared SwiftUI + Flutter Web + Supabase where authority is required","not_started","not_started","design_required - additive schema only if persistence or authority is needed","design_required - checked RPC or Edge Function if client writes are unsafe","none identified","Privacy-preserving adoption and outcome metrics; exclude sensitive traits and exact teen location.","Only for time-sensitive user value and only with category preferences; otherwise none.","Report and block remain available; add routine moderation only when content risk exists.","Review required if teen data, advertising, employment, or policy claims change.","Authenticated profile; role authorization; loading, empty, error, success, and recovery states; shared safety policy.","M","medium","3","2","4","4","2","5","2","4","59","accepted_roadmap","none - accepted roadmap capability only","not_started","true","true","false","Accepted roadmap item; not implemented in this pass. Requires dependency design and scoped safety/accessibility review.","Wave 1 - safety and core marketplace","[]"
"MORT-F-0569","applications-hiring-application-submission-participant-timeline","Application submission participant timeline","Applications, proposals, and hiring","submission","teen","adult, guardian","Teen applications are often unstructured, privacy-risky, and unclear after submission. For application submission, Participants need to know what happened and what comes next.","As a teen, I want application submission participant timeline so I can get a trustworthy outcome without unsafe workarounds.","Records committed application submission changes and exposes only the role-appropriate timeline.","It reduces repeated coordination and support requests. In MORT, that value is tied to a concrete, authorized local-work outcome.","Applicants and posters return to a clear, auditable hiring pipeline.","MORT adapts this capability for ages 13-17, local work, explainable trust, approximate-location privacy, optional Guardian Mode, and free safety controls.","Must preserve age, block, report, Safety Ping, prohibited-work, and account-restriction rules.","Requires semantic labels, responsive text, keyboard or focus support, non-color status, and accessible errors.","Collect only minimum data; keep exact teen location, private messages, evidence, and sensitive records nonpublic.","Core capability; optional perks cannot reduce safety, privacy, access, or fair opportunity.","free","shared SwiftUI + Flutter Web + Supabase where authority is required","not_started","not_started","design_required - additive schema only if persistence or authority is needed","design_required - checked RPC or Edge Function if client writes are unsafe","none identified","Privacy-preserving adoption and outcome metrics; exclude sensitive traits and exact teen location.","Only for time-sensitive user value and only with category preferences; otherwise none.","Report and block remain available; add routine moderation only when content risk exists.","Review required if teen data, advertising, employment, or policy claims change.","Authenticated profile; role authorization; loading, empty, error, success, and recovery states; shared safety policy.","XL","medium","5","3","3","2","1","4","4","3","55","accepted_roadmap","none - accepted roadmap capability only","not_started","true","true","false","Accepted roadmap item; not implemented in this pass. Requires dependency design and scoped safety/accessibility review.","Wave 1 - safety and core marketplace","[]"
"MORT-F-0570","applications-hiring-application-submission-idempotent-recovery","Application submission idempotent recovery","Applications, proposals, and hiring","submission","teen","adult, guardian","Teen applications are often unstructured, privacy-risky, and unclear after submission. For application submission, Retries, cancellations, and concurrent actions can split state.","As a teen, I want application submission idempotent recovery so I can get a trustworthy outcome without unsafe workarounds.","Makes application submission safe to retry, rejects stale transitions, and preserves valid user input.","It keeps real work moving during interruption. In MORT, that value is tied to a concrete, authorized local-work outcome.","Applicants and posters return to a clear, auditable hiring pipeline.","MORT adapts this capability for ages 13-17, local work, explainable trust, approximate-location privacy, optional Guardian Mode, and free safety controls.","Must preserve age, block, report, Safety Ping, prohibited-work, and account-restriction rules.","Requires semantic labels, responsive text, keyboard or focus support, non-color status, and accessible errors.","Collect only minimum data; keep exact teen location, private messages, evidence, and sensitive records nonpublic.","Core capability; optional perks cannot reduce safety, privacy, access, or fair opportunity.","free","shared SwiftUI + Flutter Web + Supabase where authority is required","not_started","not_started","design_required - additive schema only if persistence or authority is needed","design_required - checked RPC or Edge Function if client writes are unsafe","none identified","Privacy-preserving adoption and outcome metrics; exclude sensitive traits and exact teen location.","Only for time-sensitive user value and only with category preferences; otherwise none.","Report and block remain available; add routine moderation only when content risk exists.","Review required if teen data, advertising, employment, or policy claims change.","Authenticated profile; role authorization; loading, empty, error, success, and recovery states; shared safety policy.","XL","medium","5","4","2","2","2","5","4","2","63","accepted_roadmap","none - accepted roadmap capability only","not_started","true","true","false","Accepted roadmap item; not implemented in this pass. Requires dependency design and scoped safety/accessibility review.","Wave 1 - safety and core marketplace","[]"
"MORT-F-0571","applications-hiring-application-withdrawal-structured-input","Application withdrawal structured input","Applications, proposals, and hiring","control","teen","adult, guardian","Teen applications are often unstructured, privacy-risky, and unclear after submission. For application withdrawal, Unstructured marketplace information creates omissions and inconsistent decisions.","As a teen, I want application withdrawal structured input so I can get a trustworthy outcome without unsafe workarounds.","Captures the minimum relevant fields for application withdrawal with accessible validation and safe defaults.","It improves quality without collecting unrelated data. In MORT, that value is tied to a concrete, authorized local-work outcome.","Applicants and posters return to a clear, auditable hiring pipeline.","MORT adapts this capability for ages 13-17, local work, explainable trust, approximate-location privacy, optional Guardian Mode, and free safety controls.","Must preserve age, block, report, Safety Ping, prohibited-work, and account-restriction rules.","Requires semantic labels, responsive text, keyboard or focus support, non-color status, and accessible errors.","Collect only minimum data; keep exact teen location, private messages, evidence, and sensitive records nonpublic.","Core capability; optional perks cannot reduce safety, privacy, access, or fair opportunity.","free","shared SwiftUI + Flutter Web + Supabase where authority is required","not_started","not_started","design_required - additive schema only if persistence or authority is needed","design_required - checked RPC or Edge Function if client writes are unsafe","none identified","Privacy-preserving adoption and outcome metrics; exclude sensitive traits and exact teen location.","Only for time-sensitive user value and only with category preferences; otherwise none.","Report and block remain available; add routine moderation only when content risk exists.","Review required if teen data, advertising, employment, or policy claims change.","Authenticated profile; role authorization; loading, empty, error, success, and recovery states; shared safety policy.","L","medium","5","3","2","2","3","5","3","3","60","accepted_roadmap","none - accepted roadmap capability only","not_started","true","true","false","Accepted roadmap item; not implemented in this pass. Requires dependency design and scoped safety/accessibility review.","Wave 1 - safety and core marketplace","[]"
"MORT-F-0572","applications-hiring-application-withdrawal-server-guardrail","Application withdrawal server-enforced guardrail","Applications, proposals, and hiring","control","teen","adult, guardian","Teen applications are often unstructured, privacy-risky, and unclear after submission. For application withdrawal, Client-only rules can be replayed, bypassed, or applied by the wrong role.","As a teen, I want application withdrawal server-enforced guardrail so I can get a trustworthy outcome without unsafe workarounds.","Checks role, ownership, age, block state, account status, and lifecycle rules for application withdrawal on the server.","It makes marketplace authority trustworthy. In MORT, that value is tied to a concrete, authorized local-work outcome.","Applicants and posters return to a clear, auditable hiring pipeline.","MORT adapts this capability for ages 13-17, local work, explainable trust, approximate-location privacy, optional Guardian Mode, and free safety controls.","Must preserve age, block, report, Safety Ping, prohibited-work, and account-restriction rules.","Requires semantic labels, responsive text, keyboard or focus support, non-color status, and accessible errors.","Collect only minimum data; keep exact teen location, private messages, evidence, and sensitive records nonpublic.","Core capability; optional perks cannot reduce safety, privacy, access, or fair opportunity.","free","shared SwiftUI + Flutter Web + Supabase where authority is required","not_started","not_started","design_required - additive schema only if persistence or authority is needed","design_required - checked RPC or Edge Function if client writes are unsafe","none identified","Privacy-preserving adoption and outcome metrics; exclude sensitive traits and exact teen location.","Only for time-sensitive user value and only with category preferences; otherwise none.","Report and block remain available; add routine moderation only when content risk exists.","Review required if teen data, advertising, employment, or policy claims change.","Authenticated profile; role authorization; loading, empty, error, success, and recovery states; shared safety policy.","M","high","4","4","4","3","2","3","2","2","65","accepted_roadmap","none - accepted roadmap capability only","not_started","true","true","false","Accepted roadmap item; not implemented in this pass. Requires dependency design and scoped safety/accessibility review.","Wave 1 - safety and core marketplace","[]"
"MORT-F-0573","applications-hiring-application-withdrawal-explainable-decision","Application withdrawal explainable decision support","Applications, proposals, and hiring","control","teen","adult, guardian","Teen applications are often unstructured, privacy-risky, and unclear after submission. For application withdrawal, Opaque ranking or decisions make people distrust the marketplace.","As a teen, I want application withdrawal explainable decision support so I can get a trustworthy outcome without unsafe workarounds.","Shows the authorized facts and reason behind application withdrawal while preserving human choice.","It supports informed decisions without hidden scoring. In MORT, that value is tied to a concrete, authorized local-work outcome.","Applicants and posters return to a clear, auditable hiring pipeline.","MORT adapts this capability for ages 13-17, local work, explainable trust, approximate-location privacy, optional Guardian Mode, and free safety controls.","Must preserve age, block, report, Safety Ping, prohibited-work, and account-restriction rules.","Requires semantic labels, responsive text, keyboard or focus support, non-color status, and accessible errors.","Collect only minimum data; keep exact teen location, private messages, evidence, and sensitive records nonpublic.","Core capability; optional perks cannot reduce safety, privacy, access, or fair opportunity.","free","shared SwiftUI + Flutter Web + Supabase where authority is required","not_started","not_started","design_required - additive schema only if persistence or authority is needed","design_required - checked RPC or Edge Function if client writes are unsafe","none identified","Privacy-preserving adoption and outcome metrics; exclude sensitive traits and exact teen location.","Only for time-sensitive user value and only with category preferences; otherwise none.","Report and block remain available; add routine moderation only when content risk exists.","Review required if teen data, advertising, employment, or policy claims change.","Authenticated profile; role authorization; loading, empty, error, success, and recovery states; shared safety policy.","XL","high","5","4","3","3","1","5","4","3","66","accepted_roadmap","none - accepted roadmap capability only","not_started","true","true","false","Accepted roadmap item; not implemented in this pass. Requires dependency design and scoped safety/accessibility review.","Wave 1 - safety and core marketplace","[]"
"MORT-F-0574","applications-hiring-application-withdrawal-participant-timeline","Application withdrawal participant timeline","Applications, proposals, and hiring","control","teen","adult, guardian","Teen applications are often unstructured, privacy-risky, and unclear after submission. For application withdrawal, Participants need to know what happened and what comes next.","As a teen, I want application withdrawal participant timeline so I can get a trustworthy outcome without unsafe workarounds.","Records committed application withdrawal changes and exposes only the role-appropriate timeline.","It reduces repeated coordination and support requests. In MORT, that value is tied to a concrete, authorized local-work outcome.","Applicants and posters return to a clear, auditable hiring pipeline.","MORT adapts this capability for ages 13-17, local work, explainable trust, approximate-location privacy, optional Guardian Mode, and free safety controls.","Must preserve age, block, report, Safety Ping, prohibited-work, and account-restriction rules.","Requires semantic labels, responsive text, keyboard or focus support, non-color status, and accessible errors.","Collect only minimum data; keep exact teen location, private messages, evidence, and sensitive records nonpublic.","Core capability; optional perks cannot reduce safety, privacy, access, or fair opportunity.","free","shared SwiftUI + Flutter Web + Supabase where authority is required","not_started","not_started","design_required - additive schema only if persistence or authority is needed","design_required - checked RPC or Edge Function if client writes are unsafe","none identified","Privacy-preserving adoption and outcome metrics; exclude sensitive traits and exact teen location.","Only for time-sensitive user value and only with category preferences; otherwise none.","Report and block remain available; add routine moderation only when content risk exists.","Review required if teen data, advertising, employment, or policy claims change.","Authenticated profile; role authorization; loading, empty, error, success, and recovery states; shared safety policy.","L","medium","4","2","2","4","3","3","3","2","50","accepted_roadmap","none - accepted roadmap capability only","not_started","true","true","false","Accepted roadmap item; not implemented in this pass. Requires dependency design and scoped safety/accessibility review.","Wave 1 - safety and core marketplace","[]"
"MORT-F-0575","applications-hiring-application-withdrawal-idempotent-recovery","Application withdrawal idempotent recovery","Applications, proposals, and hiring","control","teen","adult, guardian","Teen applications are often unstructured, privacy-risky, and unclear after submission. For application withdrawal, Retries, cancellations, and concurrent actions can split state.","As a teen, I want application withdrawal idempotent recovery so I can get a trustworthy outcome without unsafe workarounds.","Makes application withdrawal safe to retry, rejects stale transitions, and preserves valid user input.","It keeps real work moving during interruption. In MORT, that value is tied to a concrete, authorized local-work outcome.","Applicants and posters return to a clear, auditable hiring pipeline.","MORT adapts this capability for ages 13-17, local work, explainable trust, approximate-location privacy, optional Guardian Mode, and free safety controls.","Must preserve age, block, report, Safety Ping, prohibited-work, and account-restriction rules.","Requires semantic labels, responsive text, keyboard or focus support, non-color status, and accessible errors.","Collect only minimum data; keep exact teen location, private messages, evidence, and sensitive records nonpublic.","Core capability; optional perks cannot reduce safety, privacy, access, or fair opportunity.","free","shared SwiftUI + Flutter Web + Supabase where authority is required","not_started","not_started","design_required - additive schema only if persistence or authority is needed","design_required - checked RPC or Edge Function if client writes are unsafe","none identified","Privacy-preserving adoption and outcome metrics; exclude sensitive traits and exact teen location.","Only for time-sensitive user value and only with category preferences; otherwise none.","Report and block remain available; add routine moderation only when content risk exists.","Review required if teen data, advertising, employment, or policy claims change.","Authenticated profile; role authorization; loading, empty, error, success, and recovery states; shared safety policy.","L","medium","4","4","4","2","1","5","3","4","64","accepted_roadmap","none - accepted roadmap capability only","not_started","true","true","false","Accepted roadmap item; not implemented in this pass. Requires dependency design and scoped safety/accessibility review.","Wave 1 - safety and core marketplace","[]"
"MORT-F-0576","applications-hiring-poster-applicant-notes-structured-input","Poster applicant notes structured input","Applications, proposals, and hiring","review","teen","adult, guardian","Teen applications are often unstructured, privacy-risky, and unclear after submission. For poster applicant notes, Unstructured marketplace information creates omissions and inconsistent decisions.","As a teen, I want poster applicant notes structured input so I can get a trustworthy outcome without unsafe workarounds.","Captures the minimum relevant fields for poster applicant notes with accessible validation and safe defaults.","It improves quality without collecting unrelated data. In MORT, that value is tied to a concrete, authorized local-work outcome.","Applicants and posters return to a clear, auditable hiring pipeline.","MORT adapts this capability for ages 13-17, local work, explainable trust, approximate-location privacy, optional Guardian Mode, and free safety controls.","Must preserve age, block, report, Safety Ping, prohibited-work, and account-restriction rules.","Requires semantic labels, responsive text, keyboard or focus support, non-color status, and accessible errors.","Collect only minimum data; keep exact teen location, private messages, evidence, and sensitive records nonpublic.","Core capability; optional perks cannot reduce safety, privacy, access, or fair opportunity.","free","shared SwiftUI + Flutter Web + Supabase where authority is required","not_started","not_started","design_required - additive schema only if persistence or authority is needed","design_required - checked RPC or Edge Function if client writes are unsafe","none identified","Privacy-preserving adoption and outcome metrics; exclude sensitive traits and exact teen location.","Only for time-sensitive user value and only with category preferences; otherwise none.","Report and block remain available; add routine moderation only when content risk exists.","Review required if teen data, advertising, employment, or policy claims change.","Authenticated profile; role authorization; loading, empty, error, success, and recovery states; shared safety policy.","XL","medium","5","3","3","2","1","5","4","3","58","accepted_roadmap","none - accepted roadmap capability only","not_started","true","true","false","Accepted roadmap item; not implemented in this pass. Requires dependency design and scoped safety/accessibility review.","Wave 1 - safety and core marketplace","[]"
"MORT-F-0577","applications-hiring-poster-applicant-notes-server-guardrail","Poster applicant notes server-enforced guardrail","Applications, proposals, and hiring","review","teen","adult, guardian","Teen applications are often unstructured, privacy-risky, and unclear after submission. For poster applicant notes, Client-only rules can be replayed, bypassed, or applied by the wrong role.","As a teen, I want poster applicant notes server-enforced guardrail so I can get a trustworthy outcome without unsafe workarounds.","Checks role, ownership, age, block state, account status, and lifecycle rules for poster applicant notes on the server.","It makes marketplace authority trustworthy. In MORT, that value is tied to a concrete, authorized local-work outcome.","Applicants and posters return to a clear, auditable hiring pipeline.","MORT adapts this capability for ages 13-17, local work, explainable trust, approximate-location privacy, optional Guardian Mode, and free safety controls.","Must preserve age, block, report, Safety Ping, prohibited-work, and account-restriction rules.","Requires semantic labels, responsive text, keyboard or focus support, non-color status, and accessible errors.","Collect only minimum data; keep exact teen location, private messages, evidence, and sensitive records nonpublic.","Core capability; optional perks cannot reduce safety, privacy, access, or fair opportunity.","free","shared SwiftUI + Flutter Web + Supabase where authority is required","not_started","not_started","design_required - additive schema only if persistence or authority is needed","design_required - checked RPC or Edge Function if client writes are unsafe","none identified","Privacy-preserving adoption and outcome metrics; exclude sensitive traits and exact teen location.","Only for time-sensitive user value and only with category preferences; otherwise none.","Report and block remain available; add routine moderation only when content risk exists.","Review required if teen data, advertising, employment, or policy claims change.","Authenticated profile; role authorization; loading, empty, error, success, and recovery states; shared safety policy.","M","medium","4","2","4","4","2","3","2","2","57","accepted_roadmap","none - accepted roadmap capability only","not_started","true","true","false","Accepted roadmap item; not implemented in this pass. Requires dependency design and scoped safety/accessibility review.","Wave 1 - safety and core marketplace","[]"
"MORT-F-0578","applications-hiring-poster-applicant-notes-explainable-decision","Poster applicant notes explainable decision support","Applications, proposals, and hiring","review","teen","adult, guardian","Teen applications are often unstructured, privacy-risky, and unclear after submission. For poster applicant notes, Opaque ranking or decisions make people distrust the marketplace.","As a teen, I want poster applicant notes explainable decision support so I can get a trustworthy outcome without unsafe workarounds.","Shows the authorized facts and reason behind poster applicant notes while preserving human choice.","It supports informed decisions without hidden scoring. In MORT, that value is tied to a concrete, authorized local-work outcome.","Applicants and posters return to a clear, auditable hiring pipeline.","MORT adapts this capability for ages 13-17, local work, explainable trust, approximate-location privacy, optional Guardian Mode, and free safety controls.","Must preserve age, block, report, Safety Ping, prohibited-work, and account-restriction rules.","Requires semantic labels, responsive text, keyboard or focus support, non-color status, and accessible errors.","Collect only minimum data; keep exact teen location, private messages, evidence, and sensitive records nonpublic.","Core capability; optional perks cannot reduce safety, privacy, access, or fair opportunity.","free","shared SwiftUI + Flutter Web + Supabase where authority is required","not_started","not_started","design_required - additive schema only if persistence or authority is needed","design_required - checked RPC or Edge Function if client writes are unsafe","none identified","Privacy-preserving adoption and outcome metrics; exclude sensitive traits and exact teen location.","Only for time-sensitive user value and only with category preferences; otherwise none.","Report and block remain available; add routine moderation only when content risk exists.","Review required if teen data, advertising, employment, or policy claims change.","Authenticated profile; role authorization; loading, empty, error, success, and recovery states; shared safety policy.","XL","high","5","4","3","3","1","5","4","3","66","accepted_roadmap","none - accepted roadmap capability only","not_started","true","true","false","Accepted roadmap item; not implemented in this pass. Requires dependency design and scoped safety/accessibility review.","Wave 1 - safety and core marketplace","[]"
"MORT-F-0579","applications-hiring-poster-applicant-notes-participant-timeline","Poster applicant notes participant timeline","Applications, proposals, and hiring","review","teen","adult, guardian","Teen applications are often unstructured, privacy-risky, and unclear after submission. For poster applicant notes, Participants need to know what happened and what comes next.","As a teen, I want poster applicant notes participant timeline so I can get a trustworthy outcome without unsafe workarounds.","Records committed poster applicant notes changes and exposes only the role-appropriate timeline.","It reduces repeated coordination and support requests. In MORT, that value is tied to a concrete, authorized local-work outcome.","Applicants and posters return to a clear, auditable hiring pipeline.","MORT adapts this capability for ages 13-17, local work, explainable trust, approximate-location privacy, optional Guardian Mode, and free safety controls.","Must preserve age, block, report, Safety Ping, prohibited-work, and account-restriction rules.","Requires semantic labels, responsive text, keyboard or focus support, non-color status, and accessible errors.","Collect only minimum data; keep exact teen location, private messages, evidence, and sensitive records nonpublic.","Core capability; optional perks cannot reduce safety, privacy, access, or fair opportunity.","free","shared SwiftUI + Flutter Web + Supabase where authority is required","not_started","not_started","design_required - additive schema only if persistence or authority is needed","design_required - checked RPC or Edge Function if client writes are unsafe","none identified","Privacy-preserving adoption and outcome metrics; exclude sensitive traits and exact teen location.","Only for time-sensitive user value and only with category preferences; otherwise none.","Report and block remain available; add routine moderation only when content risk exists.","Review required if teen data, advertising, employment, or policy claims change.","Authenticated profile; role authorization; loading, empty, error, success, and recovery states; shared safety policy.","L","medium","4","3","2","2","3","3","3","2","50","accepted_roadmap","none - accepted roadmap capability only","not_started","true","true","false","Accepted roadmap item; not implemented in this pass. Requires dependency design and scoped safety/accessibility review.","Wave 1 - safety and core marketplace","[]"
